7627;414;43.005333;1.106833
7434;402;45.861168;1.175000
7621;360;43.188000;0.000000
7535;260;44.744999;1.396667
7630;151;43.620998;1.378833
7037;151;49.382999;1.181667
7139;143;48.445499;0.110167
7335;123;46.593834;0.314333
7240;108;47.444500;0.727333
7110;94;48.444168;-4.412000
7005;69;50.136002;1.834000
7117;55;48.825832;-3.473167
7207;34;47.294334;-3.218333
71805;21;46.766335;-56.179169
81401;5;5.485500;-54.031666
